0,53.7,0,53.7,0,53.7
0.197762,52.2,0.202665,52.3,20.6245,53.5
0.429389,51.0,0.441811,51.2,20.6906,53.4
0.666474,49.8,0.68063,50.0,21.3003,53.3
0.903085,48.7,0.914248,48.9,360,53.3
1.12827,47.6,1.14403,47.9,,
1.35847,46.7,1.3808,46.9,,
1.58573,45.7,1.61391,45.9,,
1.81184,44.8,1.84813,45.0,,
2.03882,43.9,2.07996,44.1,,
2.26521,43.1,2.31177,43.3,,
2.49799,42.2,2.5482,42.4,,
2.72463,41.4,2.7825,41.5,,
2.94942,40.7,3.0144,40.8,,
3.17592,39.9,3.24347,39.7,,
3.40331,39.1,3.47902,39.0,,
3.63187,38.3,3.70858,38.2,,
3.85838,37.7,3.93839,37.4,,
4.08473,37.0,4.16732,36.6,,
4.31141,36.4,4.40005,35.9,,
4.54193,35.9,4.63495,35.3,,
4.77029,35.1,4.86732,34.6,,
4.9977,34.1,5.09795,33.9,,
5.22522,33.4,5.32757,33.2,,
5.4506,32.9,5.5635,32.5,,
5.6836,32.5,5.79526,31.8,,
5.91264,31.6,6.02717,31.1,,
6.13798,30.7,6.25667,30.5,,
6.3643,30.3,6.48708,30.0,,
6.59488,29.9,6.72125,29.6,,
6.82421,29.2,6.95251,28.9,,
7.04851,28.9,7.1809,28.5,,
7.27331,27.8,7.40932,27.6,,
7.4961,27.4,7.64287,26.7,,
7.72776,27.1,7.87322,26.2,,
7.95334,26.7,8.10241,25.4,,
8.17671,26.4,8.36575,24.2,,
8.40215,26.1,8.60777,23.8,,
8.62588,25.7,8.86057,23.0,,
8.85315,25.5,9.13356,22.5,,
9.07594,25.2,9.36087,21.8,,
9.30037,24.9,9.58851,21.4,,
9.52113,24.7,9.82356,21.0,,
9.74983,24.2,10.0523,20.6,,
9.97407,23.9,10.2789,20.2,,
10.1958,23.7,10.5056,19.9,,
10.4172,23.3,10.7349,19.5,,
10.6361,23.0,10.9668,19.3,,
10.863,22.7,11.1938,19.0,,
11.0844,21.6,11.4206,18.7,,
11.3076,21.4,11.6478,18.4,,
11.5263,21.2,11.8775,18.1,,
11.7478,21.1,12.1062,17.4,,
11.9758,20.9,12.3284,17.1,,
12.1964,20.7,12.5532,16.9,,
12.416,20.6,12.7792,16.7,,
12.5813,20.5,12.9537,16.5,,
12.802,20.4,13.1829,16.3,,
13.024,20.3,13.4058,16.2,,
13.1857,20.2,13.5741,16.0,,
13.4067,20.1,13.8018,15.8,,
13.5666,20.0,13.9722,15.6,,
13.7269,19.9,14.1368,15.6,,
13.9523,19.9,14.3592,15.5,,
46.8368,19.0,14.5213,15.4,,
46.9688,18.9,14.6846,15.3,,
47.0985,18.7,14.9068,15.0,,
48.3152,18.6,15.0735,15.0,,
48.4436,17.8,15.2336,14.9,,
48.5793,17.5,15.3929,14.8,,
48.7146,17.5,16.1013,14.3,,
48.8461,17.4,16.2644,13.8,,
360,17.4,17.6707,13.5,,
,,21.7298,12.7,,
,,32.6033,12.6,,
,,32.7403,12.6,,
,,47.0995,12.4,,
,,47.3704,12.2,,
,,48.0576,11.4,,
,,48.3303,10.9,,
,,50.3838,10.8,,
,,51.0674,10.7,,
,,51.2036,10.6,,
,,51.3376,10.4,,
,,51.4717,10.3,,
,,360,10.3,,
