0,55.8,0,55.8,0,55.8
0.0033045,55.3,0.0146472,55.7,0.148498,55.6
0.0034784,55.2,0.0149036,55.2,0.14854,55.4
0.003654,54.7,0.0149613,54.7,0.148652,55.2
0.0042396,54.6,0.0153185,54.6,0.148822,54.9
0.0042631,53.8,0.0153471,54.5,0.149066,54.2
0.0043029,53.7,0.0154306,54.3,0.149075,54.1
0.0043362,53.0,0.0156006,53.7,0.149714,53.8
0.0045102,52.9,0.0156777,53.7,0.149972,53.6
0.0048444,52.7,0.0158629,53.5,0.150047,53.1
0.0049014,52.5,0.0160629,53.4,0.150189,53.0
0.0051356,52.5,0.0162482,53.3,0.15027,52.8
0.0057137,51.9,0.0163672,52.9,0.150711,52.6
0.0061932,51.7,0.0163821,52.7,0.150911,52.4
0.0064626,51.5,0.0167126,52.6,0.150935,52.2
0.0071266,51.4,0.0167386,52.5,0.150946,51.8
0.0084106,51.1,0.0168279,52.3,0.151098,51.8
0.008571,50.6,0.016927,52.0,0.151311,51.7
0.0087132,50.2,0.0170837,51.9,0.151369,51.3
0.0088718,49.7,0.0172036,51.8,0.151889,50.4
0.0089997,48.9,0.0174042,51.8,0.152177,49.5
0.0090055,48.4,0.0185157,51.7,0.153215,49.4
0.0097687,48.2,0.0186856,51.6,0.153325,49.4
0.0098048,47.4,0.0188131,51.2,0.153806,49.3
0.0105256,47.2,0.0190058,51.2,0.153956,49.2
0.0107609,46.4,0.0190406,51.1,0.153965,49.1
0.0111479,46.3,0.0191709,50.7,0.154423,48.3
0.0131935,46.3,0.0196353,50.1,0.155039,48.1
0.0145945,45.7,0.0201269,49.8,0.155128,48.0
0.0148902,45.6,0.020236,49.7,0.155677,47.9
0.0152345,45.5,0.0203409,49.4,0.156431,47.8
0.0153202,45.3,0.0204377,48.6,0.15688,47.4
0.0156533,45.1,0.0212342,47.8,0.157438,47.3
0.0157568,44.3,0.0214072,47.6,0.15864,47.0
0.0159303,43.9,0.0216044,47.2,0.159102,46.3
0.019067,43.6,0.0224874,47.1,0.159241,46.2
0.0192584,43.4,0.0228873,46.9,0.15962,45.8
0.0199132,42.5,0.0229443,46.9,0.16047,45.3
0.0199465,42.0,0.0229463,46.8,0.160556,45.1
0.0204033,42.0,0.0234674,46.3,0.161255,45.0
0.0204917,41.3,0.0247603,46.1,0.161341,44.9
0.0206398,41.1,0.0248069,45.1,0.161441,44.8
0.0210286,40.6,0.0251885,44.8,0.162008,44.7
0.0218046,40.5,0.0252004,44.6,0.163713,44.5
0.0227719,39.8,0.0255529,44.5,0.163976,43.9
0.022914,39.7,0.0256147,43.2,0.164613,43.8
0.0238889,39.6,0.0256615,42.9,0.165229,42.9
0.0239504,39.5,0.0258708,42.4,0.165493,42.6
0.0244769,38.7,0.0261672,42.3,0.167016,42.6
0.0257472,38.3,0.0265897,41.1,0.167076,41.9
0.0263685,38.2,0.0277627,40.7,0.167259,41.7
0.0275336,37.7,0.0281267,40.2,0.16759,41.6
0.0282005,37.6,0.0295473,39.9,0.167753,41.5
0.0295008,37.3,0.0316662,39.2,0.168701,40.7
0.0318366,36.6,0.0317112,38.3,0.168792,40.3
0.0329786,36.0,0.0321168,38.3,0.169832,39.6
0.0345005,35.9,0.0327812,38.2,0.169867,39.5
0.0346942,35.9,0.032942,37.5,0.170094,39.1
0.0358605,35.7,0.0330804,37.2,0.170748,39.0
0.036015,35.3,0.0332796,36.2,0.170937,38.8
0.0378289,35.2,0.0334116,34.4,0.17206,38.6
0.0383686,34.9,0.0337158,34.3,0.174044,38.5
0.0384914,34.7,0.0339262,34.1,0.175158,38.3
0.0386282,34.6,0.0345383,33.7,0.175665,38.3
0.0390309,34.5,0.0349999,33.6,0.177671,37.9
0.0394263,34.4,0.0359406,32.8,0.178041,37.7
0.040844,33.7,0.0359874,32.1,0.180079,37.7
0.0415484,33.5,0.0367203,31.9,0.180231,37.5
0.0418437,33.3,0.03749,31.6,0.180726,37.4
0.0422698,33.1,0.0396946,31.5,0.181034,36.5
0.0426183,33.0,0.0402544,31.4,0.181368,36.5
0.0428216,32.3,0.0409461,30.8,0.181868,36.0
0.0443166,32.1,0.0418377,30.7,0.181909,35.7
0.0443736,32.0,0.0441215,30.6,0.182336,35.6
0.0498253,31.5,0.0450143,30.5,0.183692,35.2
0.0542763,31.3,0.04585,30.4,0.184625,35.1
0.0551982,30.5,0.0469667,30.2,0.185253,34.4
0.0577785,30.3,0.0470257,30.1,0.186364,34.3
0.0638125,30.1,0.0472574,30.0,0.186396,34.1
0.0658058,30.0,0.0490133,29.9,0.186425,34.0
0.066274,29.8,0.0493389,29.5,0.187967,33.4
0.068401,29.8,0.0496283,29.1,0.188956,32.7
0.0687584,29.5,0.0497766,29.1,0.189019,32.6
0.0692268,29.4,0.0503079,28.9,0.190787,32.5
0.0698905,29.3,0.0522218,28.5,0.190874,32.2
0.0717981,28.5,0.052793,28.3,0.19165,32.1
