1223,13.07,60
1222,58.086,120
1189,30.7673,180
1201,151.405,240
1207,96.9805,300
1197,179.266,360
1812,0,60
1812,0,120
1211,3.1394,60
1215,8.61719,120
1212,67.821,180
1190,69.8788,240
1200,18.3582,300
1216,12.5319,360
