0,3302,[(0,3901),(0.0230093,3825),(0.0499229,3779),(0.0769108,3737),(0.10398,3697),(0.130918,3666),(0.156851,3640),(0.182729,3618),(0.208265,3590),(0.235635,3569),(0.265273,3549),(0.293329,3531),(0.3191,3518),(0.344741,3506),(0.369627,3464),(0.394404,3453),(0.418551,3425),(0.443054,3416),(0.46772,3408),(0.491853,3401),(0.515299,3395),(0.538954,3390),(0.56234,3387),(0.58559,3384),(1.03525,3357),(1.42415,3353),(1.43963,3343),(1.47072,3302),]
1,3302,[(0,3901),(0.0228328,3825),(0.04943,3779),(0.0762307,3737),(0.102615,3697),(0.128877,3666),(0.154825,3640),(0.181424,3618),(0.207823,3590),(0.233832,3569),(0.259271,3549),(0.284776,3531),(0.310105,3518),(0.342573,3506),(0.371203,3464),(0.397334,3453),(0.422204,3425),(0.447386,3416),(0.4717,3408),(0.495976,3401),(0.51989,3395),(0.543469,3390),(0.567133,3387),(0.590592,3384),(1.03866,3357),(1.43209,3353),(1.44876,3343),(1.48569,3302),]
2,3302,[(0,3901),(0.0231943,3825),(0.0507777,3779),(0.0800282,3737),(0.109269,3697),(0.136748,3666),(0.164588,3640),(0.191022,3618),(0.217102,3590),(0.242911,3569),(0.268315,3549),(0.293796,3531),(0.318806,3518),(0.34433,3506),(0.369387,3464),(0.393974,3453),(0.418273,3425),(0.442921,3416),(0.467024,3408),(0.491084,3401),(0.51485,3395),(0.539036,3390),(0.562682,3387),(0.585978,3384),(1.05375,3357),(1.44295,3353),(1.45842,3343),(1.48999,3302),]
3,3302,[(0,3901),(0.0244968,3825),(0.052228,3779),(0.0801963,3737),(0.107852,3697),(0.134417,3666),(0.161236,3640),(0.187781,3618),(0.214308,3590),(0.241319,3569),(0.267281,3549),(0.293087,3531),(0.318756,3518),(0.344436,3506),(0.370425,3464),(0.395711,3453),(0.420585,3425),(0.446361,3416),(0.480068,3408),(0.505552,3401),(0.531209,3395),(0.555829,3390),(0.579887,3387),(0.603982,3384),(1.05759,3357),(1.44723,3353),(1.46313,3343),(1.49707,3302),]
4,3302,[(0,3901),(0.0232663,3825),(0.0505452,3779),(0.0788391,3737),(0.107428,3697),(0.134458,3666),(0.161036,3640),(0.187151,3618),(0.213363,3590),(0.240319,3569),(0.266033,3549),(0.291548,3531),(0.316596,3518),(0.341991,3506),(0.367941,3464),(0.393726,3453),(0.41954,3425),(0.445051,3416),(0.469334,3408),(0.494148,3401),(0.518061,3395),(0.543345,3390),(0.57468,3387),(0.598752,3384),(1.04632,3357),(1.42831,3353),(1.44389,3343),(1.47532,3302),]
5,3302,[(0,3901),(0.0227999,3825),(0.0493853,3779),(0.0759056,3737),(0.102137,3697),(0.129328,3666),(0.155726,3640),(0.181846,3618),(0.207626,3590),(0.233482,3569),(0.258993,3549),(0.284288,3531),(0.309941,3518),(0.335497,3506),(0.360886,3464),(0.386392,3453),(0.41105,3425),(0.43578,3416),(0.460039,3408),(0.483943,3401),(0.507305,3395),(0.531394,3390),(0.556207,3387),(0.579866,3384),(1.03044,3357),(1.41072,3353),(1.42626,3343),(1.45757,3302),]
6,3302,[(0,3901),(0.0229688,3825),(0.0498594,3779),(0.076951,3737),(0.104885,3697),(0.13122,3666),(0.157681,3640),(0.183786,3618),(0.209974,3590),(0.236008,3569),(0.261495,3549),(0.287976,3531),(0.31311,3518),(0.338402,3506),(0.363563,3464),(0.388589,3453),(0.413116,3425),(0.438063,3416),(0.462699,3408),(0.486364,3401),(0.509914,3395),(0.533637,3390),(0.557078,3387),(0.580847,3384),(1.03063,3357),(1.41695,3353),(1.43286,3343),(1.46399,3302),]
7,3302,[(0,3901),(0.0229824,3825),(0.049717,3779),(0.0762921,3737),(0.105984,3697),(0.134459,3666),(0.161285,3640),(0.188606,3618),(0.214926,3590),(0.241545,3569),(0.267683,3549),(0.292887,3531),(0.318086,3518),(0.343585,3506),(0.368994,3464),(0.39383,3453),(0.418079,3425),(0.442871,3416),(0.466664,3408),(0.490348,3401),(0.513795,3395),(0.537369,3390),(0.56063,3387),(0.583783,3384),(1.02901,3357),(1.41961,3353),(1.43508,3343),(1.46649,3302),]
8,3302,[(0,3901),(0.0232204,3825),(0.0506088,3779),(0.0777093,3737),(0.10495,3697),(0.131589,3666),(0.157799,3640),(0.184118,3618),(0.210148,3590),(0.23635,3569),(0.262234,3549),(0.288067,3531),(0.314798,3518),(0.341182,3506),(0.366616,3464),(0.395499,3453),(0.421081,3425),(0.446259,3416),(0.470782,3408),(0.494955,3401),(0.518667,3395),(0.543007,3390),(0.566965,3387),(0.590662,3384),(1.04341,3357),(1.43075,3353),(1.44901,3343),(1.48202,3302),]
9,3302,[(0,3901),(0.0230074,3825),(0.0501671,3779),(0.0774036,3737),(0.104388,3697),(0.131631,3666),(0.157801,3640),(0.183959,3618),(0.209878,3590),(0.235818,3569),(0.262618,3549),(0.288483,3531),(0.313906,3518),(0.339158,3506),(0.363957,3464),(0.390217,3453),(0.415767,3425),(0.441258,3416),(0.466276,3408),(0.490787,3401),(0.514337,3395),(0.540692,3390),(0.567108,3387),(0.590932,3384),(1.04044,3357),(1.42662,3353),(1.44312,3343),(1.475,3302),]
