0,1812,[(0,1812),]
1,1281,[(0,1812),(0.131986,1811),(0.13223,1810),(0.132238,1807),(0.132245,1798),(0.132617,1791),(0.132683,1788),(0.132898,1785),(0.133216,1781),(0.133218,1778),(0.133219,1767),(0.13329,1765),(0.133433,1764),(0.133466,1762),(0.133711,1761),(0.133818,1759),(0.133994,1751),(0.134055,1742),(0.134093,1734),(0.134252,1733),(0.134259,1722),(0.134759,1716),(0.134973,1702),(0.135093,1701),(0.135199,1699),(0.135202,1698),(0.13554,1684),(0.135701,1682),(0.137917,1681),(0.138343,1678),(0.13867,1677),(0.138826,1676),(0.139139,1675),(0.139824,1674),(0.140177,1672),(0.140255,1671),(0.140321,1669),(0.140367,1665),(0.140552,1661),(0.140817,1660),(0.14087,1651),(0.141274,1645),(0.141282,1642),(0.142451,1634),(0.14323,1631),(0.143528,1626),(0.144022,1620),(0.14477,1619),(0.146071,1618),(0.146175,1617),(0.148258,1616),(0.148339,1615),(0.148624,1610),(0.149151,1601),(0.150126,1600),(0.150677,1588),(0.15238,1578),(0.153195,1574),(0.154189,1573),(0.154334,1567),(0.154363,1566),(0.15456,1565),(0.155057,1564),(0.156526,1555),(0.157521,1554),(0.158687,1548),(0.159505,1539),(0.159728,1538),(0.159761,1526),(0.159865,1525),(0.159967,1524),(0.161868,1523),(0.162114,1522),(0.164999,1519),(0.166644,1518),(0.171507,1517),(0.172173,1514),(0.17246,1513),(0.172654,1503),(0.173376,1501),(0.174612,1496),(0.176064,1495),(0.178387,1492),(0.179158,1491),(0.182805,1489),(0.186091,1487),(0.186334,1486),(0.187124,1481),(0.188066,1475),(0.188559,1472),(0.190824,1470),(0.19155,1467),(0.195868,1464),(0.19658,1463),(0.196933,1461),(0.199439,1457),(0.200676,1453),(0.205015,1451),(0.205518,1450),(0.207012,1442),(0.209632,1441),(0.21225,1439),(0.213304,1434),(0.215098,1428),(0.216721,1426),(0.217247,1425),(0.221831,1422),(0.22194,1421),(0.222008,1420),(0.229543,1419),(0.231373,1418),(0.23159,1417),(0.232297,1415),(0.236882,1413),(0.23744,1411),(0.247325,1407),(0.247517,1406),(0.247914,1405),(0.248243,1397),(0.249343,1396),(0.257403,1393),(0.259414,1388),(0.259844,1387),(0.265281,1386),(0.26579,1385),(0.269027,1377),(0.272087,1372),(0.272974,1370),(0.279552,1369),(0.280046,1367),(0.286002,1362),(0.28651,1361),(0.295616,1360),(0.296217,1359),(0.298545,1353),(0.299868,1352),(0.300493,1351),(0.306098,1350),(0.33019,1349),(0.356635,1348),(0.358406,1347),(0.362202,1346),(0.364852,1344),(0.389761,1343),(0.394608,1339),(0.409478,1329),(0.423769,1322),(0.426753,1321),(0.465774,1320),(0.500237,1319),(0.501679,1317),(0.513562,1316),(0.545102,1314),(0.609295,1306),(0.611136,1299),(0.659444,1298),(0.661338,1290),(0.662943,1289),(0.690586,1284),(0.695294,1282),(0.769358,1281),]
2,1812,[(0,1812),]
3,1812,[(0,1812),]
4,1812,[(0,1812),]
5,1812,[(0,1812),]
6,1812,[(0,1812),]
7,1812,[(0,1812),]
8,1812,[(0,1812),]
9,1812,[(0,1812),]
